slice,mask
10_666.nii.gz,mask_215.nii.gz
10_667.nii.gz,mask_651.nii.gz
10_668.nii.gz,mask_39.nii.gz
10_669.nii.gz,mask_356.nii.gz
10_670.nii.gz,mask_619.nii.gz
10_671.nii.gz,mask_707.nii.gz
10_672.nii.gz,mask_636.nii.gz
10_673.nii.gz,mask_925.nii.gz
10_674.nii.gz,mask_533.nii.gz
10_675.nii.gz,mask_358.nii.gz
10_676.nii.gz,mask_718.nii.gz
10_677.nii.gz,mask_114.nii.gz
10_678.nii.gz,mask_32.nii.gz
10_679.nii.gz,mask_538.nii.gz
10_680.nii.gz,mask_840.nii.gz
10_681.nii.gz,mask_924.nii.gz
10_682.nii.gz,mask_565.nii.gz
10_683.nii.gz,mask_98.nii.gz
10_684.nii.gz,mask_566.nii.gz
10_685.nii.gz,mask_983.nii.gz
10_686.nii.gz,mask_47.nii.gz
10_687.nii.gz,mask_797.nii.gz
10_688.nii.gz,mask_482.nii.gz
10_689.nii.gz,mask_699.nii.gz
10_690.nii.gz,mask_710.nii.gz
10_691.nii.gz,mask_3.nii.gz
10_692.nii.gz,mask_268.nii.gz
10_693.nii.gz,mask_852.nii.gz
10_694.nii.gz,mask_330.nii.gz
10_695.nii.gz,mask_97.nii.gz
10_696.nii.gz,mask_231.nii.gz
10_697.nii.gz,mask_84.nii.gz
10_698.nii.gz,mask_47.nii.gz
10_699.nii.gz,mask_528.nii.gz
10_700.nii.gz,mask_847.nii.gz
10_701.nii.gz,mask_309.nii.gz
10_702.nii.gz,mask_567.nii.gz
10_703.nii.gz,mask_346.nii.gz
10_704.nii.gz,mask_552.nii.gz
10_705.nii.gz,mask_73.nii.gz
10_706.nii.gz,mask_584.nii.gz
10_707.nii.gz,mask_435.nii.gz
10_708.nii.gz,mask_300.nii.gz
10_709.nii.gz,mask_486.nii.gz
10_710.nii.gz,mask_640.nii.gz
10_711.nii.gz,mask_102.nii.gz
10_712.nii.gz,mask_412.nii.gz
10_713.nii.gz,mask_312.nii.gz
10_714.nii.gz,mask_899.nii.gz
10_715.nii.gz,mask_178.nii.gz
10_716.nii.gz,mask_899.nii.gz
10_717.nii.gz,mask_91.nii.gz
10_718.nii.gz,mask_786.nii.gz
10_719.nii.gz,mask_517.nii.gz
10_720.nii.gz,mask_633.nii.gz
10_721.nii.gz,mask_671.nii.gz
10_722.nii.gz,mask_938.nii.gz
10_723.nii.gz,mask_513.nii.gz
10_724.nii.gz,mask_115.nii.gz
10_725.nii.gz,mask_703.nii.gz
10_726.nii.gz,mask_439.nii.gz
10_727.nii.gz,mask_791.nii.gz
10_728.nii.gz,mask_259.nii.gz
10_729.nii.gz,mask_168.nii.gz
10_730.nii.gz,mask_893.nii.gz
10_731.nii.gz,mask_469.nii.gz
10_732.nii.gz,mask_620.nii.gz
10_733.nii.gz,mask_946.nii.gz
10_734.nii.gz,mask_541.nii.gz
10_735.nii.gz,mask_997.nii.gz
10_736.nii.gz,mask_962.nii.gz
10_737.nii.gz,mask_960.nii.gz
10_738.nii.gz,mask_371.nii.gz
10_739.nii.gz,mask_842.nii.gz
10_740.nii.gz,mask_300.nii.gz
10_741.nii.gz,mask_190.nii.gz
10_742.nii.gz,mask_391.nii.gz
10_743.nii.gz,mask_217.nii.gz
10_744.nii.gz,mask_916.nii.gz
10_745.nii.gz,mask_292.nii.gz
10_746.nii.gz,mask_509.nii.gz
10_747.nii.gz,mask_279.nii.gz
10_748.nii.gz,mask_734.nii.gz
10_749.nii.gz,mask_58.nii.gz
10_750.nii.gz,mask_925.nii.gz
10_751.nii.gz,mask_902.nii.gz
10_752.nii.gz,mask_931.nii.gz
10_753.nii.gz,mask_12.nii.gz
10_754.nii.gz,mask_950.nii.gz
10_755.nii.gz,mask_942.nii.gz
10_756.nii.gz,mask_106.nii.gz
10_757.nii.gz,mask_722.nii.gz
10_758.nii.gz,mask_606.nii.gz
10_759.nii.gz,mask_643.nii.gz
10_760.nii.gz,mask_135.nii.gz
10_761.nii.gz,mask_497.nii.gz
10_762.nii.gz,mask_605.nii.gz
10_763.nii.gz,mask_167.nii.gz
10_764.nii.gz,mask_286.nii.gz
10_765.nii.gz,mask_12.nii.gz
10_766.nii.gz,mask_508.nii.gz
10_767.nii.gz,mask_844.nii.gz
10_768.nii.gz,mask_60.nii.gz
10_769.nii.gz,mask_805.nii.gz
10_770.nii.gz,mask_486.nii.gz
10_771.nii.gz,mask_247.nii.gz
10_772.nii.gz,mask_403.nii.gz
10_773.nii.gz,mask_359.nii.gz
10_774.nii.gz,mask_465.nii.gz
10_775.nii.gz,mask_989.nii.gz
10_776.nii.gz,mask_824.nii.gz
10_777.nii.gz,mask_621.nii.gz
10_778.nii.gz,mask_779.nii.gz
10_779.nii.gz,mask_845.nii.gz
10_780.nii.gz,mask_548.nii.gz
10_781.nii.gz,mask_881.nii.gz
10_782.nii.gz,mask_865.nii.gz
10_783.nii.gz,mask_5.nii.gz
10_784.nii.gz,mask_677.nii.gz
10_785.nii.gz,mask_920.nii.gz
10_786.nii.gz,mask_772.nii.gz
10_787.nii.gz,mask_742.nii.gz
10_788.nii.gz,mask_334.nii.gz
10_789.nii.gz,mask_160.nii.gz
10_790.nii.gz,mask_348.nii.gz
10_791.nii.gz,mask_475.nii.gz
10_792.nii.gz,mask_542.nii.gz
10_793.nii.gz,mask_372.nii.gz
10_794.nii.gz,mask_149.nii.gz
10_795.nii.gz,mask_204.nii.gz
10_796.nii.gz,mask_659.nii.gz
10_797.nii.gz,mask_582.nii.gz
10_798.nii.gz,mask_675.nii.gz
10_799.nii.gz,mask_580.nii.gz
10_800.nii.gz,mask_282.nii.gz
10_801.nii.gz,mask_257.nii.gz
10_802.nii.gz,mask_59.nii.gz
10_803.nii.gz,mask_179.nii.gz
10_804.nii.gz,mask_399.nii.gz
10_805.nii.gz,mask_981.nii.gz
10_806.nii.gz,mask_291.nii.gz
10_807.nii.gz,mask_766.nii.gz
10_808.nii.gz,mask_475.nii.gz
10_809.nii.gz,mask_959.nii.gz
10_810.nii.gz,mask_986.nii.gz
10_811.nii.gz,mask_387.nii.gz
10_812.nii.gz,mask_654.nii.gz
10_813.nii.gz,mask_722.nii.gz
10_814.nii.gz,mask_363.nii.gz
10_815.nii.gz,mask_23.nii.gz
10_816.nii.gz,mask_104.nii.gz
10_817.nii.gz,mask_696.nii.gz
10_818.nii.gz,mask_614.nii.gz
10_819.nii.gz,mask_615.nii.gz
10_820.nii.gz,mask_351.nii.gz
10_821.nii.gz,mask_73.nii.gz
10_822.nii.gz,mask_985.nii.gz
10_823.nii.gz,mask_49.nii.gz
10_824.nii.gz,mask_969.nii.gz
10_825.nii.gz,mask_325.nii.gz
10_826.nii.gz,mask_62.nii.gz
10_827.nii.gz,mask_664.nii.gz
10_828.nii.gz,mask_306.nii.gz
10_829.nii.gz,mask_749.nii.gz
10_830.nii.gz,mask_473.nii.gz
10_831.nii.gz,mask_910.nii.gz
10_832.nii.gz,mask_71.nii.gz
10_833.nii.gz,mask_405.nii.gz
10_834.nii.gz,mask_113.nii.gz
10_835.nii.gz,mask_695.nii.gz
10_836.nii.gz,mask_961.nii.gz
10_837.nii.gz,mask_606.nii.gz
10_838.nii.gz,mask_552.nii.gz
10_839.nii.gz,mask_758.nii.gz
10_840.nii.gz,mask_362.nii.gz
10_841.nii.gz,mask_478.nii.gz
10_842.nii.gz,mask_686.nii.gz
10_843.nii.gz,mask_951.nii.gz
10_844.nii.gz,mask_529.nii.gz
10_845.nii.gz,mask_509.nii.gz
10_846.nii.gz,mask_323.nii.gz
10_847.nii.gz,mask_608.nii.gz
10_848.nii.gz,mask_491.nii.gz
10_849.nii.gz,mask_65.nii.gz
10_850.nii.gz,mask_323.nii.gz
10_851.nii.gz,mask_424.nii.gz
10_852.nii.gz,mask_507.nii.gz
10_853.nii.gz,mask_831.nii.gz
10_854.nii.gz,mask_398.nii.gz
10_855.nii.gz,mask_547.nii.gz
10_856.nii.gz,mask_462.nii.gz
10_857.nii.gz,mask_998.nii.gz
10_858.nii.gz,mask_587.nii.gz
10_859.nii.gz,mask_727.nii.gz
10_860.nii.gz,mask_743.nii.gz
10_861.nii.gz,mask_796.nii.gz
10_862.nii.gz,mask_718.nii.gz
10_863.nii.gz,mask_571.nii.gz
10_864.nii.gz,mask_855.nii.gz
10_865.nii.gz,mask_924.nii.gz
10_866.nii.gz,mask_436.nii.gz
10_867.nii.gz,mask_990.nii.gz
10_868.nii.gz,mask_654.nii.gz
10_869.nii.gz,mask_18.nii.gz
10_870.nii.gz,mask_171.nii.gz
10_871.nii.gz,mask_495.nii.gz
10_872.nii.gz,mask_134.nii.gz
10_873.nii.gz,mask_201.nii.gz
10_874.nii.gz,mask_345.nii.gz
10_875.nii.gz,mask_966.nii.gz
10_876.nii.gz,mask_256.nii.gz
10_877.nii.gz,mask_370.nii.gz
10_878.nii.gz,mask_170.nii.gz
10_879.nii.gz,mask_973.nii.gz
10_880.nii.gz,mask_673.nii.gz
10_881.nii.gz,mask_471.nii.gz
10_882.nii.gz,mask_318.nii.gz
10_883.nii.gz,mask_490.nii.gz
10_884.nii.gz,mask_30.nii.gz
10_885.nii.gz,mask_737.nii.gz
10_886.nii.gz,mask_363.nii.gz
10_887.nii.gz,mask_834.nii.gz
10_888.nii.gz,mask_749.nii.gz
10_889.nii.gz,mask_700.nii.gz
10_890.nii.gz,mask_243.nii.gz
10_891.nii.gz,mask_672.nii.gz
10_892.nii.gz,mask_561.nii.gz
10_893.nii.gz,mask_286.nii.gz
10_894.nii.gz,mask_991.nii.gz
10_895.nii.gz,mask_432.nii.gz
10_896.nii.gz,mask_780.nii.gz
10_897.nii.gz,mask_33.nii.gz
10_898.nii.gz,mask_474.nii.gz
10_899.nii.gz,mask_246.nii.gz
10_900.nii.gz,mask_63.nii.gz
10_901.nii.gz,mask_241.nii.gz
10_902.nii.gz,mask_262.nii.gz
10_903.nii.gz,mask_126.nii.gz
10_904.nii.gz,mask_146.nii.gz
10_905.nii.gz,mask_762.nii.gz
10_906.nii.gz,mask_637.nii.gz
10_907.nii.gz,mask_867.nii.gz
10_908.nii.gz,mask_132.nii.gz
10_909.nii.gz,mask_587.nii.gz
10_910.nii.gz,mask_328.nii.gz
10_911.nii.gz,mask_583.nii.gz
10_912.nii.gz,mask_66.nii.gz
10_913.nii.gz,mask_806.nii.gz
10_914.nii.gz,mask_194.nii.gz
10_915.nii.gz,mask_903.nii.gz
10_916.nii.gz,mask_718.nii.gz
10_917.nii.gz,mask_636.nii.gz
10_918.nii.gz,mask_897.nii.gz
10_919.nii.gz,mask_479.nii.gz
10_920.nii.gz,mask_104.nii.gz
10_921.nii.gz,mask_187.nii.gz
10_922.nii.gz,mask_770.nii.gz
10_923.nii.gz,mask_118.nii.gz
10_924.nii.gz,mask_410.nii.gz
10_925.nii.gz,mask_212.nii.gz
10_926.nii.gz,mask_739.nii.gz
10_927.nii.gz,mask_626.nii.gz
10_928.nii.gz,mask_87.nii.gz
10_929.nii.gz,mask_832.nii.gz
10_930.nii.gz,mask_602.nii.gz
10_931.nii.gz,mask_190.nii.gz
10_932.nii.gz,mask_638.nii.gz
10_933.nii.gz,mask_170.nii.gz
10_934.nii.gz,mask_925.nii.gz
10_935.nii.gz,mask_524.nii.gz
10_936.nii.gz,mask_280.nii.gz
10_937.nii.gz,mask_665.nii.gz
10_938.nii.gz,mask_919.nii.gz
10_939.nii.gz,mask_855.nii.gz
10_940.nii.gz,mask_962.nii.gz
10_941.nii.gz,mask_606.nii.gz
10_942.nii.gz,mask_184.nii.gz
10_943.nii.gz,mask_281.nii.gz
10_944.nii.gz,mask_199.nii.gz
10_945.nii.gz,mask_897.nii.gz
10_946.nii.gz,mask_790.nii.gz
10_947.nii.gz,mask_826.nii.gz
10_948.nii.gz,mask_819.nii.gz
10_949.nii.gz,mask_887.nii.gz
10_950.nii.gz,mask_131.nii.gz
10_951.nii.gz,mask_828.nii.gz
10_952.nii.gz,mask_935.nii.gz
10_953.nii.gz,mask_93.nii.gz
10_954.nii.gz,mask_683.nii.gz
10_955.nii.gz,mask_200.nii.gz
10_956.nii.gz,mask_687.nii.gz
10_957.nii.gz,mask_280.nii.gz
10_958.nii.gz,mask_677.nii.gz
10_959.nii.gz,mask_365.nii.gz
10_960.nii.gz,mask_943.nii.gz
10_961.nii.gz,mask_652.nii.gz
10_962.nii.gz,mask_247.nii.gz
10_963.nii.gz,mask_351.nii.gz
10_964.nii.gz,mask_776.nii.gz
10_965.nii.gz,mask_187.nii.gz
10_966.nii.gz,mask_841.nii.gz
10_967.nii.gz,mask_297.nii.gz
10_968.nii.gz,mask_153.nii.gz
10_969.nii.gz,mask_46.nii.gz
10_970.nii.gz,mask_583.nii.gz
10_971.nii.gz,mask_143.nii.gz
10_972.nii.gz,mask_45.nii.gz
10_973.nii.gz,mask_102.nii.gz
10_974.nii.gz,mask_153.nii.gz
10_975.nii.gz,mask_936.nii.gz
10_976.nii.gz,mask_139.nii.gz
10_977.nii.gz,mask_967.nii.gz
10_978.nii.gz,mask_315.nii.gz
10_979.nii.gz,mask_335.nii.gz
10_980.nii.gz,mask_326.nii.gz
10_981.nii.gz,mask_598.nii.gz
10_982.nii.gz,mask_55.nii.gz
10_983.nii.gz,mask_485.nii.gz
10_984.nii.gz,mask_700.nii.gz
10_985.nii.gz,mask_245.nii.gz
10_986.nii.gz,mask_612.nii.gz
10_987.nii.gz,mask_668.nii.gz
10_988.nii.gz,mask_298.nii.gz
10_989.nii.gz,mask_517.nii.gz
10_990.nii.gz,mask_104.nii.gz
10_991.nii.gz,mask_962.nii.gz
10_992.nii.gz,mask_430.nii.gz
10_993.nii.gz,mask_651.nii.gz
10_994.nii.gz,mask_981.nii.gz
10_995.nii.gz,mask_82.nii.gz
10_996.nii.gz,mask_304.nii.gz
10_997.nii.gz,mask_489.nii.gz
10_998.nii.gz,mask_246.nii.gz
10_999.nii.gz,mask_663.nii.gz
10_1000.nii.gz,mask_336.nii.gz
10_1001.nii.gz,mask_619.nii.gz
10_1002.nii.gz,mask_379.nii.gz
10_1003.nii.gz,mask_446.nii.gz
10_1004.nii.gz,mask_640.nii.gz
10_1005.nii.gz,mask_711.nii.gz
10_1006.nii.gz,mask_135.nii.gz
10_1007.nii.gz,mask_748.nii.gz
10_1008.nii.gz,mask_777.nii.gz
10_1009.nii.gz,mask_110.nii.gz
10_1010.nii.gz,mask_946.nii.gz
10_1011.nii.gz,mask_567.nii.gz
10_1012.nii.gz,mask_588.nii.gz
10_1013.nii.gz,mask_805.nii.gz
10_1014.nii.gz,mask_410.nii.gz
10_1015.nii.gz,mask_425.nii.gz
10_1016.nii.gz,mask_721.nii.gz
10_1017.nii.gz,mask_175.nii.gz
10_1018.nii.gz,mask_426.nii.gz
10_1019.nii.gz,mask_91.nii.gz
10_1020.nii.gz,mask_128.nii.gz
10_1021.nii.gz,mask_271.nii.gz
10_1022.nii.gz,mask_569.nii.gz
10_1023.nii.gz,mask_834.nii.gz
10_1024.nii.gz,mask_800.nii.gz
10_1025.nii.gz,mask_216.nii.gz
10_1026.nii.gz,mask_966.nii.gz
10_1027.nii.gz,mask_131.nii.gz
10_1028.nii.gz,mask_158.nii.gz
10_1029.nii.gz,mask_221.nii.gz
10_1030.nii.gz,mask_333.nii.gz
10_1031.nii.gz,mask_425.nii.gz
10_1032.nii.gz,mask_604.nii.gz
10_1033.nii.gz,mask_201.nii.gz
10_1034.nii.gz,mask_559.nii.gz
10_1035.nii.gz,mask_486.nii.gz
10_1036.nii.gz,mask_560.nii.gz
10_1037.nii.gz,mask_584.nii.gz
10_1038.nii.gz,mask_901.nii.gz
10_1039.nii.gz,mask_729.nii.gz
10_1040.nii.gz,mask_126.nii.gz
10_1041.nii.gz,mask_850.nii.gz
10_1042.nii.gz,mask_192.nii.gz
10_1043.nii.gz,mask_243.nii.gz
10_1044.nii.gz,mask_660.nii.gz
10_1045.nii.gz,mask_228.nii.gz
10_1046.nii.gz,mask_683.nii.gz
10_1047.nii.gz,mask_440.nii.gz
10_1048.nii.gz,mask_980.nii.gz
10_1049.nii.gz,mask_218.nii.gz
10_1050.nii.gz,mask_348.nii.gz
10_1051.nii.gz,mask_562.nii.gz
10_1052.nii.gz,mask_468.nii.gz
10_1053.nii.gz,mask_808.nii.gz
10_1054.nii.gz,mask_357.nii.gz
10_1055.nii.gz,mask_842.nii.gz
10_1056.nii.gz,mask_908.nii.gz
10_1057.nii.gz,mask_929.nii.gz
10_1058.nii.gz,mask_319.nii.gz
10_1059.nii.gz,mask_742.nii.gz
10_1060.nii.gz,mask_625.nii.gz
10_1061.nii.gz,mask_887.nii.gz
10_1062.nii.gz,mask_704.nii.gz
10_1063.nii.gz,mask_103.nii.gz
10_1064.nii.gz,mask_107.nii.gz
10_1065.nii.gz,mask_717.nii.gz
10_1066.nii.gz,mask_269.nii.gz
10_1067.nii.gz,mask_498.nii.gz
10_1068.nii.gz,mask_479.nii.gz
10_1069.nii.gz,mask_270.nii.gz
10_1070.nii.gz,mask_120.nii.gz
10_1071.nii.gz,mask_333.nii.gz
10_1072.nii.gz,mask_558.nii.gz
10_1073.nii.gz,mask_964.nii.gz
10_1074.nii.gz,mask_143.nii.gz
10_1075.nii.gz,mask_404.nii.gz
10_1076.nii.gz,mask_77.nii.gz
10_1077.nii.gz,mask_425.nii.gz
10_1078.nii.gz,mask_851.nii.gz
10_1079.nii.gz,mask_182.nii.gz
10_1080.nii.gz,mask_481.nii.gz
10_1081.nii.gz,mask_517.nii.gz
10_1082.nii.gz,mask_517.nii.gz
10_1083.nii.gz,mask_386.nii.gz
10_1084.nii.gz,mask_129.nii.gz
10_1085.nii.gz,mask_692.nii.gz
10_1086.nii.gz,mask_704.nii.gz
10_1087.nii.gz,mask_23.nii.gz
10_1088.nii.gz,mask_648.nii.gz
10_1089.nii.gz,mask_592.nii.gz
10_1090.nii.gz,mask_276.nii.gz
10_1091.nii.gz,mask_717.nii.gz
10_1092.nii.gz,mask_403.nii.gz
10_1093.nii.gz,mask_155.nii.gz
10_1094.nii.gz,mask_414.nii.gz
10_1095.nii.gz,mask_245.nii.gz
10_1096.nii.gz,mask_787.nii.gz
10_1097.nii.gz,mask_566.nii.gz
10_1098.nii.gz,mask_653.nii.gz
10_1099.nii.gz,mask_164.nii.gz
10_1100.nii.gz,mask_606.nii.gz
10_1101.nii.gz,mask_238.nii.gz
10_1102.nii.gz,mask_190.nii.gz
10_1103.nii.gz,mask_792.nii.gz
10_1104.nii.gz,mask_992.nii.gz
10_1105.nii.gz,mask_708.nii.gz
10_1106.nii.gz,mask_911.nii.gz
10_1107.nii.gz,mask_736.nii.gz
10_1108.nii.gz,mask_219.nii.gz
10_1109.nii.gz,mask_811.nii.gz
10_1110.nii.gz,mask_929.nii.gz
10_1111.nii.gz,mask_774.nii.gz
10_1112.nii.gz,mask_73.nii.gz
10_1113.nii.gz,mask_734.nii.gz
10_1114.nii.gz,mask_5.nii.gz
10_1115.nii.gz,mask_387.nii.gz
10_1116.nii.gz,mask_647.nii.gz
10_1117.nii.gz,mask_586.nii.gz
10_1118.nii.gz,mask_615.nii.gz
10_1119.nii.gz,mask_814.nii.gz
10_1120.nii.gz,mask_276.nii.gz
10_1121.nii.gz,mask_425.nii.gz
10_1122.nii.gz,mask_295.nii.gz
10_1123.nii.gz,mask_149.nii.gz
10_1124.nii.gz,mask_65.nii.gz
10_1125.nii.gz,mask_319.nii.gz
10_1126.nii.gz,mask_999.nii.gz
10_1127.nii.gz,mask_812.nii.gz
10_1128.nii.gz,mask_569.nii.gz
10_1129.nii.gz,mask_91.nii.gz
10_1130.nii.gz,mask_106.nii.gz
10_1131.nii.gz,mask_290.nii.gz
10_1132.nii.gz,mask_651.nii.gz
10_1133.nii.gz,mask_939.nii.gz
10_1134.nii.gz,mask_578.nii.gz
10_1135.nii.gz,mask_706.nii.gz
10_1136.nii.gz,mask_188.nii.gz
10_1137.nii.gz,mask_213.nii.gz
10_1138.nii.gz,mask_159.nii.gz
10_1139.nii.gz,mask_393.nii.gz
10_1140.nii.gz,mask_256.nii.gz
10_1141.nii.gz,mask_179.nii.gz
10_1142.nii.gz,mask_255.nii.gz
10_1143.nii.gz,mask_36.nii.gz
10_1144.nii.gz,mask_542.nii.gz
10_1145.nii.gz,mask_793.nii.gz
10_1146.nii.gz,mask_262.nii.gz
10_1147.nii.gz,mask_532.nii.gz
10_1148.nii.gz,mask_601.nii.gz
10_1149.nii.gz,mask_694.nii.gz
10_1150.nii.gz,mask_524.nii.gz
10_1151.nii.gz,mask_200.nii.gz
10_1152.nii.gz,mask_917.nii.gz
10_1153.nii.gz,mask_752.nii.gz
10_1154.nii.gz,mask_810.nii.gz
10_1155.nii.gz,mask_596.nii.gz
10_1156.nii.gz,mask_339.nii.gz
10_1157.nii.gz,mask_284.nii.gz
10_1158.nii.gz,mask_620.nii.gz
10_1159.nii.gz,mask_791.nii.gz
10_1160.nii.gz,mask_852.nii.gz
10_1161.nii.gz,mask_197.nii.gz
10_1162.nii.gz,mask_659.nii.gz
10_1163.nii.gz,mask_669.nii.gz
10_1164.nii.gz,mask_569.nii.gz
10_1165.nii.gz,mask_994.nii.gz
10_1166.nii.gz,mask_284.nii.gz
10_1167.nii.gz,mask_903.nii.gz
10_1168.nii.gz,mask_209.nii.gz
10_1169.nii.gz,mask_469.nii.gz
10_1170.nii.gz,mask_816.nii.gz
10_1171.nii.gz,mask_335.nii.gz
10_1172.nii.gz,mask_62.nii.gz
10_1173.nii.gz,mask_45.nii.gz
10_1174.nii.gz,mask_257.nii.gz
10_1175.nii.gz,mask_658.nii.gz
10_1176.nii.gz,mask_753.nii.gz
10_1177.nii.gz,mask_92.nii.gz
10_1178.nii.gz,mask_410.nii.gz
10_1179.nii.gz,mask_852.nii.gz
10_1180.nii.gz,mask_602.nii.gz
10_1181.nii.gz,mask_146.nii.gz
10_1182.nii.gz,mask_853.nii.gz
10_1183.nii.gz,mask_669.nii.gz
10_1184.nii.gz,mask_50.nii.gz
10_1185.nii.gz,mask_664.nii.gz
10_1186.nii.gz,mask_115.nii.gz
10_1187.nii.gz,mask_947.nii.gz
10_1188.nii.gz,mask_925.nii.gz
10_1189.nii.gz,mask_298.nii.gz
10_1190.nii.gz,mask_397.nii.gz
10_1191.nii.gz,mask_249.nii.gz
10_1192.nii.gz,mask_291.nii.gz
10_1193.nii.gz,mask_807.nii.gz
10_1194.nii.gz,mask_336.nii.gz
10_1195.nii.gz,mask_387.nii.gz
10_1196.nii.gz,mask_516.nii.gz
10_1197.nii.gz,mask_866.nii.gz
10_1198.nii.gz,mask_467.nii.gz
10_1199.nii.gz,mask_163.nii.gz
10_1200.nii.gz,mask_293.nii.gz
10_1201.nii.gz,mask_836.nii.gz
10_1202.nii.gz,mask_109.nii.gz
10_1203.nii.gz,mask_67.nii.gz
10_1204.nii.gz,mask_860.nii.gz
10_1205.nii.gz,mask_561.nii.gz
10_1206.nii.gz,mask_360.nii.gz
10_1207.nii.gz,mask_391.nii.gz
10_1208.nii.gz,mask_295.nii.gz
10_1209.nii.gz,mask_701.nii.gz
10_1210.nii.gz,mask_478.nii.gz
10_1211.nii.gz,mask_628.nii.gz
10_1212.nii.gz,mask_883.nii.gz
10_1213.nii.gz,mask_431.nii.gz
10_1214.nii.gz,mask_866.nii.gz
10_1215.nii.gz,mask_52.nii.gz
10_1216.nii.gz,mask_261.nii.gz
10_1217.nii.gz,mask_634.nii.gz
10_1218.nii.gz,mask_399.nii.gz
10_1219.nii.gz,mask_999.nii.gz
10_1220.nii.gz,mask_909.nii.gz
10_1221.nii.gz,mask_449.nii.gz
10_1222.nii.gz,mask_414.nii.gz
10_1223.nii.gz,mask_78.nii.gz
10_1224.nii.gz,mask_20.nii.gz
10_1225.nii.gz,mask_804.nii.gz
10_1226.nii.gz,mask_9.nii.gz
10_1227.nii.gz,mask_917.nii.gz
10_1228.nii.gz,mask_492.nii.gz
10_1229.nii.gz,mask_932.nii.gz
10_1230.nii.gz,mask_804.nii.gz
10_1231.nii.gz,mask_997.nii.gz
10_1232.nii.gz,mask_266.nii.gz
10_1233.nii.gz,mask_593.nii.gz
10_1234.nii.gz,mask_236.nii.gz
10_1235.nii.gz,mask_228.nii.gz
10_1236.nii.gz,mask_882.nii.gz
10_1237.nii.gz,mask_946.nii.gz
10_1238.nii.gz,mask_392.nii.gz
10_1239.nii.gz,mask_935.nii.gz
10_1240.nii.gz,mask_223.nii.gz
10_1241.nii.gz,mask_271.nii.gz
10_1242.nii.gz,mask_752.nii.gz
10_1243.nii.gz,mask_623.nii.gz
10_1244.nii.gz,mask_317.nii.gz
10_1245.nii.gz,mask_651.nii.gz
10_1246.nii.gz,mask_678.nii.gz
10_1247.nii.gz,mask_767.nii.gz
10_1248.nii.gz,mask_343.nii.gz
10_1249.nii.gz,mask_397.nii.gz
10_1250.nii.gz,mask_835.nii.gz
10_1251.nii.gz,mask_836.nii.gz
10_1252.nii.gz,mask_369.nii.gz
10_1253.nii.gz,mask_32.nii.gz
10_1254.nii.gz,mask_40.nii.gz
10_1255.nii.gz,mask_554.nii.gz
10_1256.nii.gz,mask_544.nii.gz
10_1257.nii.gz,mask_172.nii.gz
10_1258.nii.gz,mask_6.nii.gz
10_1259.nii.gz,mask_511.nii.gz
10_1260.nii.gz,mask_195.nii.gz
10_1261.nii.gz,mask_970.nii.gz
10_1262.nii.gz,mask_925.nii.gz
10_1263.nii.gz,mask_58.nii.gz
10_1264.nii.gz,mask_583.nii.gz
10_1265.nii.gz,mask_193.nii.gz
10_1266.nii.gz,mask_107.nii.gz
10_1267.nii.gz,mask_129.nii.gz
10_1268.nii.gz,mask_56.nii.gz
10_1269.nii.gz,mask_824.nii.gz
10_1270.nii.gz,mask_402.nii.gz
10_1271.nii.gz,mask_820.nii.gz
10_1272.nii.gz,mask_892.nii.gz
10_1273.nii.gz,mask_290.nii.gz
10_1274.nii.gz,mask_294.nii.gz
10_1275.nii.gz,mask_928.nii.gz
10_1276.nii.gz,mask_296.nii.gz
10_1277.nii.gz,mask_852.nii.gz
10_1278.nii.gz,mask_439.nii.gz
10_1279.nii.gz,mask_410.nii.gz
10_1280.nii.gz,mask_519.nii.gz
10_1281.nii.gz,mask_349.nii.gz
10_1282.nii.gz,mask_670.nii.gz
10_1283.nii.gz,mask_804.nii.gz
10_1284.nii.gz,mask_345.nii.gz
10_1285.nii.gz,mask_112.nii.gz
10_1286.nii.gz,mask_604.nii.gz
10_1287.nii.gz,mask_674.nii.gz
10_1288.nii.gz,mask_772.nii.gz
10_1289.nii.gz,mask_643.nii.gz
10_1290.nii.gz,mask_612.nii.gz
10_1291.nii.gz,mask_125.nii.gz
10_1292.nii.gz,mask_713.nii.gz
10_1293.nii.gz,mask_297.nii.gz
10_1294.nii.gz,mask_503.nii.gz
10_1295.nii.gz,mask_164.nii.gz
10_1296.nii.gz,mask_773.nii.gz
10_1297.nii.gz,mask_545.nii.gz
10_1298.nii.gz,mask_709.nii.gz
10_1299.nii.gz,mask_482.nii.gz
10_1300.nii.gz,mask_818.nii.gz
10_1301.nii.gz,mask_897.nii.gz
10_1302.nii.gz,mask_637.nii.gz
10_1303.nii.gz,mask_209.nii.gz
10_1304.nii.gz,mask_871.nii.gz
10_1305.nii.gz,mask_521.nii.gz
10_1306.nii.gz,mask_162.nii.gz
10_1307.nii.gz,mask_12.nii.gz
10_1308.nii.gz,mask_312.nii.gz
10_1309.nii.gz,mask_630.nii.gz
10_1310.nii.gz,mask_37.nii.gz
10_1311.nii.gz,mask_805.nii.gz
10_1312.nii.gz,mask_422.nii.gz
10_1313.nii.gz,mask_863.nii.gz
10_1314.nii.gz,mask_325.nii.gz
10_1315.nii.gz,mask_368.nii.gz
10_1316.nii.gz,mask_345.nii.gz
